pl_name,pl_bmasse,pl_rade,pl_eqt,st_teff,sy_dist
HD 156279 b,2997.75753482,12.5,,5453.0,36.1945
HD 33142 b,400.46379282,13.7,,5025.4,121.375
HD 95089 b,400.4658,13.7,,4918.0,136.957
HD 99706 b,390.9309,13.7,,4862.0,146.6
GJ 1132 b,1.83704819,1.19151465,583.8,3229.0,12.613
GJ 1132 c,2.91,1.52,300.0,3090.0,12.613
GJ 317 c,454.49462201,13.6,,3496.0,15.1968
HD 33142 c,282.86728223,13.9,,5025.4,121.375
HD 95089 c,1096.5135,13.1,,4918.0,136.957
HD 99706 c,1808.4527,12.8,,4891.0,146.6
HD 102329 c,483.1016,13.5,,4830.0,217.107
HD 116029 c,403.6441,13.7,,4951.0,123.245
HD 156279 c,3098.82696825,12.5,,5453.0,36.1945
HD 114783 c,603.8739733,13.4,,5135.0,21.0628
eps Ind A b,2425.03074541,12.6,275.0,4760.0,3.63857
HD 95338 b,42.9,4.27174254,443.0,5097.0,36.9941
TOI-481 b,486.2799,11.09691,1370.0,5735.0,179.366
TOI-201 b,164.0,11.4,759.0,6423.0,113.825
COCONUTS-2 b,2383.7130525,12.57647635,493.0,3552.0,10.8864
K2-370 b,11.1,2.67,1267.0,5662.0,144.202
HD 33142 d,63.5656814,9.32,,5025.4,121.375
TOI-4465 b,1872.00931723,14.01122587,427.0,5545.0,121.139
TOI-201 d,5.8,1.39,1237.0,6423.0,113.825
2MASS J0249-0557 c,3616.88727166,17.37392009,1723.0,2859.0,66.0613
TOI-201 c,4990.0,10.4,,6423.0,113.825
HD 135344 A b,3178.28407,16.25302201,1585.0,9540.0,141.595
Kepler-324 c,6.2,3.15,410.0,5194.0,501.574
Kepler-462 b,53.9,3.0,611.0,7500.0,596.625
Kepler-462 c,6.0,4.0,453.0,7500.0,596.625
Kepler-324 b,2414.4,1.14,935.0,5194.0,501.574
KOI-1831 d,2.23,1.13,475.0,5233.0,501.574
Kepler-324 e,235.014,2.03862444,635.0,5191.0,501.574
Kepler-332 b,1.71,1.17,703.0,4955.0,344.19
Kepler-1041 b,8.96,2.94,644.0,5957.0,1485.82
Kepler-1578 b,1.12,1.04,1700.0,5545.0,1064.05
Kepler-1966 b,1.39,1.10479327,733.0,5009.0,484.601
KMT-2021-BLG-1689L b,46.0,7.71,,4570.0,7200.0
Kepler-819 b,8.05,2.76,485.0,5279.0,664.306
Kepler-887 c,1.51,1.13,1089.0,6194.0,886.588
Kepler-306 d,6.66,2.47,535.0,4954.0,775.679
Kepler-177 c,14.7,8.73,497.0,5732.0,1435.44
Kepler-635 b,7.46,2.64,802.0,6174.0,1141.08
Kepler-1083 b,11.2,3.36,448.0,5049.0,902.633
Kepler-79 d,6.0,7.16,592.0,6174.0,1020.72
Kepler-195 c,3.02,1.55,469.0,5329.0,652.051
Kepler-1661 b,17.0,3.87,243.0,5100.0,410.607
HATS-25 b,194.82979,14.12334,1277.0,5715.0,471.158
TOI-2180 b,875.61726129,11.32107051,348.0,5695.0,116.685
HD 27894 b,196.73578393,14.1,,4875.0,43.8214
Kepler-212 b,1.32,1.09,830.0,5852.0,687.194
Kepler-195 b,4.78,2.03,751.0,5329.0,652.051
K2-83 c,2.8,1.483,,3910.0,125.529
Kepler-24 d,293.959,1.67,1305.0,5897.0,1156.81
Kepler-15 b,209.76,10.76,1251.0,5515.0,739.412
Kepler-83 d,4.1,1.94,569.0,4648.0,400.409
Kepler-143 c,11.3,3.37,703.0,5848.0,809.467
Kepler-1116 b,6.99,2.54,488.0,5641.0,1008.57
HD 141399 d,375.0394,13.7,,5600.0,37.0169
TOI-1718 b,15.8,4.10824994,948.0,5304.91,52.3044
Kepler-159 c,11.5,3.41,275.0,4625.0,373.744
HD 184010 d,143.02278315,14.3,,4971.0,60.7993
KOI-7913 b,6.08,2.34,432.0,4324.0,271.277
Kepler-54 d,12.0946,1.53,328.0,4252.0,271.701
YZ Cet d,1.09,1.03,356.7,3151.0,3.71207
Kepler-1608 b,3.64,1.73,612.0,4992.0,832.0
Kepler-152 b,8.2,2.79,551.0,5088.0,441.09
HD 125612 b,945.22168242,13.2,,5900.0,57.6207
Kepler-1641 c,9.01,2.95,767.0,6152.0,860.37
K2-45 b,36.4,6.71,1073.56,4103.0,495.317
HD 68475 b,1639.99458012,12.8,,5022.0,33.4297
TrES-3 b,607.03,14.975,1638.0,5650.0,231.337
Kepler-968 c,3.5,1.69,644.0,4598.0,290.324
HD 23472 c,3.41,1.87,467.0,4684.0,39.0341
WASP-105 b,572.094,10.76064,900.0,5070.0,169.272
WASP-91 b,425.8922,11.54527,1160.0,4920.0,149.942
HD 62364 c,7923.46218651,12.0,,6255.0,53.112
GJ 3222 b,11.44182265,3.4,,5257.46,18.23817
Kepler-1463 b,4.12,1.86,619.0,5679.0,1687.47
Kepler-712 c,21.0,4.85,236.0,5148.0,872.493
Kepler-1948 b,1.09,1.03283226,399.0,3872.0,193.903
Kepler-146 c,9.96,3.13,473.0,5948.0,716.797
Kepler-711 b,11.5,3.41,487.0,5222.0,624.575
Kepler-1080 b,10.8,3.28,548.0,5956.0,1382.82
WASP-113 b,150.96925,15.793481,1496.0,5890.0,435.156
Kepler-248 c,15.6,4.07,598.0,5190.0,738.792
HD 133131 A c,133.4886,14.3,,5799.0,51.4736
Kepler-1319 b,2.36,1.34,557.0,3655.0,103.917
Kepler-678 b,23.1,5.14,833.0,5520.0,1826.15
Kepler-1535 b,7.04,2.55,384.0,6021.0,897.733
Kepler-39 b,6388.1,13.9,897.0,6350.0,1057.41
Kepler-1532 b,2.39,1.35,1681.0,5559.0,798.246
Kepler-808 b,2.73,1.46,1322.0,4653.0,321.0
KELT-10 b,215.80657,15.681391,1377.0,5948.0,188.404
WASP-119 b,390.9309,15.6926,1600.0,5650.0,302.448
WASP-69 b,82.58,11.21,971.0,4792.0,49.9605
WASP-94 A b,158.915,17.71022,1604.0,6170.0,211.211
TOI-682.01,13.5,3.74186,1090.0,5085.0,83.1548
HD 23472 d,0.55,0.75,909.0,4684.0,39.0341
HD 23472 f,0.77,1.137,630.0,4684.0,39.0341
Kepler-335 c,9.64,3.07,592.0,5877.0,1278.97
HD 168863 b,2154.87659946,12.7,,4905.0,39.8979
LP 890-9 b,13.2,1.32,396.0,2850.0,32.4298
TIC 161045582 b,5.67,2.24566738,,5683.87,162.246
TIC 198190129 b,8.87,2.92284949,,4377.53,130.035
TIC 294329732 b,4.97,2.07692266,,5201.93,189.333
Kepler-94 c,3126.0,12.5,,4781.0,191.904
14 And b,1131.15130051,13.1,,4888.0,75.4392
TOI-5174 b,24.8,5.351,808.37,5643.77,197.243
Kepler-966 b,16.0,4.13,391.0,5840.0,1027.8
EPIC 220492298 b,0.937,0.99,,5620.0,624.512
HATS-28 b,213.58176,13.383546,1253.0,5498.0,535.383
HATS-29 b,207.54299,14.022459,1212.0,5670.0,353.891
WASP-54 b,187.5197,17.71022,1759.0,6100.0,251.303
HD 63935 b,10.5,2.91575244,825.22,5513.0,48.9739
TOI-1820 b,731.0053361,12.778238,1375.0,5734.0,248.504
TOI-2158 b,260.61929374,10.76062147,1188.0,5673.0,198.473
HD 184010 b,98.52680617,12.1,,4971.0,60.7993
HD 184010 c,95.3485221,11.8,,4971.0,60.7993
Kepler-260 c,3.68,1.74,372.0,5250.0,627.365
Kepler-140 c,3.89,1.8,428.0,6077.0,583.859
HATS-15 b,689.6911,12.385945,1505.0,5311.0,1139.55
TOI-2128 b,4.5,2.08874836,780.53,5968.0,36.578
MASCARA-1 b,1175.971,17.90074218,2594.3,7490.0,182.273
Kepler-14 b,2669.66,12.733,1605.0,6395.0,798.0
K2-24 c,15.4,7.5,542.0,5625.0,170.562
WASP-129 b,317.83,10.42437,1100.0,5900.0,301.462
WASP-124 b,190.698,13.89916,1400.0,6050.0,448.637
TOI-5160 b,6.33,2.39729851,1016.0,5622.14,151.465
Kepler-941 b,9.69,3.08,722.0,5539.0,1088.36
Kepler-85 c,2.15,1.978,706.0,5505.2,765.025
Kepler-734 b,12.4,3.56,784.0,5326.0,1157.21
GJ 2030 b,4.76742611,2.03,,5485.0,37.0788
KELT-9 b,915.3504,21.196219,4050.0,10170.0,204.455
NGTS-1 b,258.07796,14.90797,790.0,3916.0,218.121
HIP 21152 b,7627.881768,12.0,1300.0,6655.0,43.4073
TOI-1260 b,8.56,2.41,871.0,4227.0,73.5977
Kepler-599 b,8.45,2.84,623.0,5127.0,558.517
HATS-52 b,711.9392,15.490838,1834.0,6010.0,555.134
HATS-53 b,189.10885,15.02006,1312.0,5644.0,585.77
WASP-139 b,37.18611,8.9672,910.0,5310.0,212.472
WASP-142 b,266.9772,17.14977,2000.0,6010.0,730.933
Kepler-1203 b,1.2,1.06,1188.0,4105.0,317.022
TOI-969 c,3591.4609991,12.4,96.4,4435.0,77.2554
47 UMa c,171.621,14.2,,5872.0,13.7967
61 Vir d,22.9,5.11,,5577.0,8.50332
61 Vir b,5.1,2.11,,5577.0,8.50332
K2-413 c,2.05,1.2327,,4116.0,285.162
K2-414 c,4.38,1.9287,,4343.0,260.036
Kepler-1720 b,10.4,3.21585295,697.0,5573.0,629.445
TOI-1260 d,11.84,3.12,499.0,4227.0,73.5977
TOI-1260 c,13.2,2.76,651.0,4227.0,73.5977
TOI-969 b,9.1,2.765,941.0,4435.0,77.2554
HD 147513 b,385.0,13.7,,5883.0,12.9032
HD 160691 c,1398.4449908,,,5773.0,15.5981
GJ 1002 b,1.08,1.03,230.9,3024.0,4.84867
Kepler-1727 b,10.2,3.17321625,757.0,5349.0,894.187
ITG 15 b,6674.396547,12.1,2601.0,,136.37
Kepler-531 b,8.15,2.78,453.0,4893.0,252.762
Kepler-1182 b,6.39,2.41,796.0,5924.0,1545.39
KELT-19 A b,1293.5681,21.40919,1935.0,7500.0,300.276
KELT-21 b,1242.7153,17.777474,2051.0,7598.0,470.878
HD 37124 b,214.53525,14.0,,5698.64,31.6634
Kepler-513 b,5.48,2.2,623.0,5849.0,468.258
HD 330075 b,152.5584,14.3,990.0,5000.0,45.2989
Kepler-1329 b,5.35,2.17,577.0,4500.0,588.037
K2-61 b,4.35,1.92,1325.0,5748.0,405.732
Kepler-825 c,4.04,1.84,981.0,5976.0,807.85
Kepler-382 b,2.3,1.32,1166.0,5600.0,935.446
K2-165 c,3.03,1.55409035,,5185.0,134.591
WASP-138 b,387.7526,12.21781,1590.0,6272.0,414.234
XO-6 b,1398.452,23.20263,1577.0,6720.0,235.479
Qatar-3 b,1369.8473,12.285064,1681.0,6007.0,735.601
HD 114082 b,2542.627256,11.2089807,,6651.0,95.3906
55 Cnc d,1232.493,13.0,,5198.0,12.5855
Kepler-1191 b,2.89,1.51,952.0,5308.0,955.536
Kepler-1891 b,2.93,1.52139156,1017.0,5516.0,596.24
WASP-53 b,677.61356,12.038466,1053.0,4953.0,201.338
WASP-53 c,5196.5205,,,4953.0,201.338
K2-198 b,16.3,4.189,715.8,5212.9,110.567
Kepler-1456 b,1.55,1.14,433.0,4231.0,370.312
Kepler-529 b,4.12,1.86,1662.0,6087.0,799.008
11 UMi b,4684.8142,12.3,,4213.0,125.321
Kepler-835 b,8.2,2.79,921.0,5954.0,2406.33
Kepler-1666 c,10.5,3.23564749,578.0,6293.0,1379.37
Kepler-690 b,29.6,5.95,964.0,5913.0,1665.31
Kepler-136 b,19.8,2.05,951.0,6165.0,420.818
Kepler-775 b,1.81,1.19,1612.0,5468.0,398.676
KIC 10068024 b,635.656814,13.4,,6118.4,721.105
HATS-34 b,299.07803,16.02887,1445.0,5380.0,508.842
HATS-35 b,388.38826,16.409976,2037.0,6300.0,514.555
WASP-81 b,231.69807,16.017661,1623.0,5870.0,398.505
Kepler-357 b,4.04,1.84,793.0,5036.0,688.573
Kepler-23 d,4.44,2.206,896.0,5828.0,835.756
Kepler-1510 b,11.2,3.36,537.0,6200.0,1696.25
Kepler-1324 b,2.89,1.51,895.0,4776.0,481.667
KIC 3526061 b,5768.58558705,12.1,,4829.0,401.229
Kepler-110 b,4.01,1.83,1008.0,5960.0,586.531
K2-325 b,5.48,2.2,423.0,3287.0,111.638
Kepler-716 c,2.52,1.39281536,992.0,5012.0,635.009
Kepler-1850 b,0.313,0.72909663,1008.0,4239.0,250.199
HD 163607 b,249.051588,13.9,,5522.0,67.7855
K2-38 b,7.3,1.54,1266.0,5731.0,192.69
K2-38 c,8.3,2.29,916.0,5731.0,192.69
KELT-1 b,8654.15,12.442,2361.0,6516.0,268.43
HATS-50 b,123.9537,12.66617,1275.39,5990.0,756.742
WASP-153 b,123.9537,17.37395,1700.0,5914.0,610.176
Kepler-1365 b,0.721,0.92,969.0,5770.0,840.128
HD 170469 b,209.7678,14.1,,5842.0,60.178
Kepler-341 d,4.08,1.85,622.0,6012.0,1047.03
Kepler-977 b,7.37,2.62,544.0,5315.0,568.751
HD 98219 b,624.21812,13.4,,4925.0,113.704
HAT-P-31 b,721.4741,12.21781,1450.0,6065.0,344.05
WASP-131 b,86.76715511,13.74221034,1460.0,5990.0,200.075
AU Mic e,21.1,4.87,,3665.0,9.7221
KELT-16 b,874.0325,15.860735,2453.0,6236.0,444.586
GJ 393 b,1.71,1.17,485.0,3579.0,7.03149
Kepler-1933 b,1.76,1.17984089,1058.0,5661.0,328.007
Kepler-1641 b,9.85,3.11,908.0,6152.0,860.37
GJ 687 b,17.2,4.32,,3413.0,4.54939
Kepler-23 b,2.56,1.638,1157.0,5828.0,835.756
Kepler-554 b,17.0,4.29,1346.0,5447.0,690.525
HD 159868 c,244.09344,14.0,,5534.0,55.8503
TOI-2525 b,26.69758619,8.67575106,512.97,5096.0,395.398
GJ 1151 c,10.62,3.25,,3280.0,8.03625
TOI-277 b,7.51,2.65,587.92,4031.0,64.6692
NGTS-23 b,194.82881349,14.20177855,1327.0,6057.0,1074.95
TOI-700 e,0.818,0.953,272.9,3459.0,31.1265
NGTS-4 b,20.6,3.18,1650.0,5143.0,280.555
TOI-669 b,10.0,2.58606487,1124.85,5597.0,142.867
Kepler-1331 b,1.16,1.05,1244.0,4508.0,319.197
Kepler-1246 b,2.42,1.36,554.0,4611.0,436.505
Kepler-287 b,83.0,2.33,667.0,5806.0,835.86
Kepler-432 c,772.3269,13.3,,4995.0,848.023
HD 102843 b,113.9,13.1,,5436.0,62.758
K2-155 b,3.89,1.8,708.0,4258.0,72.7998
Kepler-162 c,9.43,3.03,681.0,5816.0,855.641
TOI-1695 b,6.36,1.9,698.0,3690.0,45.1309
TOI-181 b,46.1687,6.9559,895.1,4994.0,96.2338
TOI-3235 b,211.35589065,11.39953337,604.0,3388.8,72.811
KMT-2021-BLG-2294L b,22.24798849,5.02,,,6800.0
K2-155 d,4.27,1.9,381.0,4258.0,72.7998
Kepler-1443 b,0.871,0.97,1602.0,6289.0,593.646
Kepler-48 c,14.61,2.71,736.0,5194.0,306.738
Kepler-138 e,0.43,0.797,292.0,3841.0,66.8624
HD 160691 e,2224.798849,,,5773.0,15.5981
HD 3651 b,72.46524,10.1,,5221.0,11.1336
ups And c,4443.24112986,12.3,,6156.77,13.4054
Kepler-1369 b,7.7,2.69,667.0,5761.0,1236.56
V1298 Tau b,13.1,9.41,666.0,4970.0,108.199
GJ 1002 c,1.36,1.1,181.7,3024.0,4.84867
Kepler-138 c,2.3,1.51,410.0,3841.0,66.8624
Kepler-138 b,0.07,0.64,452.0,3841.0,66.8624
KOINTREAU-3 b,1080.6165838,13.1,,3920.0,140.563
Kepler-1644 b,4.19,1.88,606.0,5499.0,629.27
Kepler-1249 b,6.26,2.38,647.0,6202.0,1904.54
WASP-78 b,352.7913,21.63337,2469.7,6100.0,754.258
WASP-39 b,89.31023,14.336311,1166.0,5485.0,213.982
WASP-36 b,750.39663,14.874343,1733.0,5959.0,386.346
HD 191939 d,2.8,2.995,540.0,5348.0,53.6089
TOI-700 c,7.27,2.6,356.0,3459.0,31.1265
TOI-700 b,0.704,0.914,417.0,3459.0,31.1265
TOI-700 d,1.25,1.073,268.8,3459.0,31.1265
KIC 9663113 b,19.2,4.6,264.0,6065.0,1594.74
Kepler-12 b,137.30256,19.660586,1480.0,5947.0,881.386
HAT-P-24 b,238.3725,14.5717,1637.0,6373.0,415.344
Kepler-792 b,4.5,1.96,852.0,5971.0,1425.47
Kepler-539 b,308.2951,8.373123,387.6,5820.0,307.318
K2-165 d,7.5,2.64809498,629.38,5185.0,134.591
Kepler-1254 c,2.24,1.3,927.0,4985.0,622.818
Kepler-1674 b,10.4,3.2057749,417.0,5473.91,1012.48
WASP-189 b,632.47852993,18.14733975,3353.0,8000.0,99.731
WASP-41 b,270.1555,12.3299,1244.0,5545.0,163.371
Kepler-255 c,9.22,2.99,807.0,5573.0,1052.53
Kepler-1238 b,4.38,1.93,1389.0,6386.0,1632.13
Ross 176 b,4.57,1.84,682.0,4041.0,46.4488
TOI-5422 b,8899.195396,9.10169233,1369.0,5820.0,346.141
Kepler-5 b,670.93913,15.984034,1750.0,6297.0,899.777
WASP-18 c,55.2,8.58,,6400.0,123.483
TOI-1743 b,4.01,1.83,485.0,3277.0,41.2758
Proxima Cen d,0.26,0.692,282.0,2900.0,1.30119
HAT-P-2 c,3400.7639549,12.4,,6412.0,127.774
HATS-41 b,3082.951,14.90797,1710.0,6424.0,737.668
Kepler-933 b,6.62,2.46,602.0,5346.0,1017.2
Kepler-1240 b,1.6,1.15,1121.0,5682.0,862.186
K2-80 c,2.76,1.47,,5441.0,200.802
Kepler-891 b,33.6,6.41,486.0,5887.0,2340.58
Kepler-1605 b,1.28,1.08,528.0,5280.0,546.23
HD 80913 b,7505.2000029,12.0,,6013.24,61.3603
TOI-4406 b,95.3485221,11.2089807,904.0,6219.0,261.834
PZ Tel b,8581.366989,11.9,,5169.0,47.0648
TOI-2589 b,1112.3994245,12.10569916,592.0,5579.0,200.273
Kepler-598 c,9.4,3.02420941,367.0,5245.0,681.086
HAT-P-29 b,279.6904,13.11453,1281.0,6087.0,313.576
Kepler-288 d,7.61,2.67,570.0,5918.0,1194.15
Kepler-264 c,8.4,2.83,511.0,6158.0,942.173
Kepler-1786 b,10.1,3.16305828,501.0,5808.0,863.909
Kepler-1119 b,4.35,1.92,938.0,6083.0,1757.23
Kepler-49 d,235.982,1.6,717.0,4252.0,311.222
GJ 687 c,16.0,4.14,,3413.0,4.54939
Kepler-1465 b,3.78,1.77,668.0,4726.0,359.497
Kepler-1844 b,9.46,3.03648191,1074.0,5776.0,1804.36
Kepler-1036 b,9.32,3.01,326.0,5533.0,489.435
Kepler-358 b,7.85,2.72,554.0,5908.0,1101.1
TOI-2096 c,4.32,1.914,349.0,3300.0,48.4809
TOI-2096 b,2.08,1.243,445.0,3300.0,48.4809
TOI-4603 b,4096.80816623,11.67975789,1677.0,6264.0,225.643
HD 169142 b,953.485221,13.1,,7246.0,113.6
TOI-1811 b,308.9292116,11.14172682,962.2,4766.0,128.23
TOI-2025 b,1144.1822652,11.89272852,1166.0,5977.0,335.985
Kepler-1179 b,2.3,1.32,1137.0,5212.0,415.205
Kepler-1544 b,3.82,1.78,269.0,4886.0,335.09
TOI-2152 A b,899.45439181,14.35870428,1802.0,6630.0,303.006
Kepler-457 d,9.19,2.98467257,1008.0,6474.0,1072.3
Kepler-868 b,4.86,2.05,1047.0,5614.0,1593.13
TOI-2497 b,1531.93292174,11.14172682,1595.0,7360.0,285.289
Kepler-355 c,7.8,2.71,633.0,6184.0,1432.17
Kepler-1299 b,9.17,2.98,588.0,5609.0,1404.94
Kepler-381 d,1.23,1.0667865,1387.0,6197.0,267.323
Kepler-1806 b,6.15,2.35560189,729.0,5311.0,978.066
Kepler-1570 b,1.24,1.07,836.0,5550.0,918.995
Kepler-232 c,14.0,3.83,806.0,5847.0,1349.13
KIC 5479689 b,158.9142035,14.2,,5459.1,454.95
Kepler-1759 b,0.676,0.9037791,954.0,5017.0,385.348
Kepler-225 c,4.04,1.84,412.0,3682.0,561.101
Kepler-833 b,4.74,2.02,382.0,4339.0,467.37
Kepler-321 b,3.78,1.77,1042.0,5740.0,384.542
Kepler-973 b,4.5,1.96,402.0,5213.0,328.52
Kepler-243 b,6.57,2.45,850.0,5228.0,693.86
Kepler-308 b,5.14,2.12,833.0,5895.0,1335.92
HD 97037 b,6707.76852973,12.1,,5874.1,32.413
Kepler-776 b,2.18,1.28,904.0,5071.0,727.904
TIC 279401253 b,1951.46641898,11.2089807,,5951.0,285.584
WASP-103 b,473.547,17.127,2508.0,6110.0,375.647
Kepler-1226 b,2.7,1.45,809.0,5923.0,1125.72
Kepler-1048 b,3.22,1.61,619.0,4651.0,556.006
WASP-73 b,908.9938,15.91678,1790.0,6030.0,316.678
HATS-44 b,177.9848,11.960003,1161.0,5080.0,446.035
HATS-45 b,222.481,14.414774,1518.0,6450.0,772.11
Kepler-1260 b,3.78,1.77,823.0,5961.0,1734.43
K2-141 b,4.97,1.51,2103.0,4570.0,61.8736
Kepler-367 c,1.87,1.2,357.0,4710.0,188.027
Kepler-176 e,0.52075,1.45,398.0,5295.0,527.321
Kepler-194 c,7.22,2.59,815.0,6089.0,1097.97
WASP-61 b,851.7844,15.80469,1624.4,6250.0,488.66
HD 80606 b,1323.46926959,11.56766808,405.0,5565.0,66.4711
HAT-P-6 b,419.5356,16.58932,1675.0,6570.0,275.358
Kepler-465 b,9.01,2.95,996.0,6310.0,553.077
Kepler-1475 b,8.85,2.92,441.0,6214.0,1568.38
HATS-46 b,54.98459,10.121727,1054.0,5495.0,453.808
HATS-7 b,38.1396,6.310667,1084.0,4985.0,240.707
Kepler-1756 b,2.77,1.47199944,1093.0,4915.0,
Kepler-20 e,0.76,0.821,1004.0,5495.0,282.563
Kepler-102 e,4.7,2.17,590.0,4909.0,107.796
Kepler-107 d,7.7,0.86,1173.0,5854.0,525.997
Kepler-1960 b,2.26,1.30749704,1547.0,6371.0,1527.56
Kepler-1007 b,2.67,1.44,652.0,4587.0,365.0
Kepler-659 b,6.8,2.5,513.0,4870.0,722.64
Kepler-1290 b,2.6,1.42,1098.0,5660.0,1593.7
HD 40956 b,858.141,13.2,,4869.0,116.593
Kepler-1244 b,2.39,1.35,1839.0,6680.0,1075.81
HD 50499 b,519.96988,13.5,,6102.0,46.2845
Kepler-374 b,1.08,1.03,1761.0,5977.0,1265.61
2MASS J22501512+2325342 b,9534.85221,11.9,1600.0,3352.0,57.2309
HAT-P-15 b,616.5902,11.88154,904.0,5568.0,192.516
K2-12 b,5.2,2.44,1026.0,5672.0,326.381
Kepler-78 b,1.68,1.201,2223.0,5058.0,124.376
Kepler-1420 b,2.18,1.28,806.0,5187.0,1054.37
WASP-58 b,308.2951,16.02887,1270.0,5800.0,290.404
K2-136 d,3.0,1.565,420.0,4500.0,59.2474
K2-415 b,7.5,1.015,412.4,3173.0,21.8182
TOI-733 b,5.72,1.992,1055.8,5585.0,75.2092
HAT-P-23 b,664.237,15.334,2056.0,5905.0,364.813
HAT-P-57 b,448.1403,19.50366,2200.0,6330.0,279.86
KELT-15 b,416.3573,19.50366,1642.0,6003.0,324.683
HAT-P-17 b,184.3414,11.76945,800.0,5246.0,92.3831
HD 114386 b,464.02947422,13.6,,4836.0,27.9243
HAT-P-17 c,1080.6,13.1,,5336.96,92.3831
HAT-P-4 b,213.255,14.28,1686.0,5860.0,320.451
Kepler-20 c,11.1,2.894,828.0,5495.0,282.563
WASP-71 b,441.7837,13.22662,2016.1,6050.0,362.715
HD 15337 c,6.792,2.526,656.1,5131.0,44.8155
K2-136 c,18.1,3.0,470.0,4500.0,59.2474
Kepler-68 d,267.0,13.9,,5847.0,144.166
HD 80653 b,5.72,1.613,2463.0,5959.0,109.86
HD 3167 c,11.13,3.0,564.0,5261.0,47.2899
HD 3167 b,4.97,1.67,1774.0,5261.0,47.2899
HD 3167 d,4.33,1.92,859.5,5261.0,47.2899
HAT-P-49 b,699.226,17.82231,2131.0,6820.0,350.351
HD 147873 c,731.009,13.3,,5972.0,109.055
Kepler-857 b,37.2,6.8,390.0,5773.0,983.502
HATS-12 b,759.6137,7.76,1446.0,6357.0,746.138
EPIC 211945201 b,11.0,5.76,817.0,6069.0,181.69
K2-188 c,8.4,2.83,1026.0,5977.0,446.821
K2-108 b,59.4,5.33,1360.0,5599.0,477.295
Kepler-1025 b,4.58,1.98,1654.0,6089.0,803.776
Kepler-1666 b,8.66,2.88273782,672.0,6293.0,1379.37
Kepler-1924 b,7.53,2.65446572,821.0,5726.0,1910.77
K2-127 b,52.9,8.37,809.0,4575.0,709.999
WASP-144 b,139.8452,9.52765,1260.0,5200.0,355.513
Kepler-107 e,14.1,2.903,955.0,5854.0,525.997
Kepler-68 b,8.03,2.357,1275.0,5847.0,144.166
Kepler-997 b,2.42,1.36,1709.0,6150.0,467.568
HD 99109 b,139.8452,14.3,,5282.0,54.7901
WASP-158 b,886.7457,11.99363,1590.0,6350.0,524.993
WASP-145 A b,282.8687,10.0881,1200.0,4900.0,91.299
WASP-159 b,174.8065,15.46842,1850.0,6120.0,715.383
HD 89345 b,34.9613,7.39794,1089.0,5576.0,132.345
CoRoT-20 c,5403.11,12.2,,5880.0,844.061
NGTS-2 b,235.1942,17.878355,1468.0,6478.0,356.391
Kepler-1562 b,12.3,3.55,554.0,5760.0,2060.72
K2-117 b,4.78,2.03,868.0,3778.0,101.632
Kepler-1110 b,7.56,2.66,609.0,4781.0,726.828
HD 153557 b,20.34101805,4.77,,4837.0,17.9412
Kepler-1170 b,6.39,2.41,705.0,5069.0,1050.45
WASP-162 b,1652.716,11.209,910.0,5300.0,310.841
WASP-172 b,149.3801,17.59813,1740.0,6900.0,538.11
Kepler-392 b,0.972,1.0,1125.0,5938.0,681.428
K2-188 b,2.39,1.35,1692.0,5977.0,446.821
Kepler-194 b,2.89,1.51,1648.0,6089.0,1097.97
Kepler-157 d,2.73,1.46,969.0,5866.0,773.713
Kepler-323 c,6.8,1.57,1431.0,6004.0,454.883
Kepler-236 c,4.66,2.0,329.0,3750.0,288.763
LHS 3154 b,13.15,3.69,,2861.0,15.7606
Kepler-664 b,7.56,2.66,1406.0,5754.0,1210.12
HATS-9 b,266.02371,13.85,1746.0,5599.0,638.7
Kepler-157 c,5.65,2.24,779.0,5774.0,773.713
Kepler-947 b,5.82,2.28,573.0,5508.0,1730.78
Kepler-758 e,2.96,1.53,1144.0,6228.0,1502.32
Kepler-679 b,9.32,3.01,677.0,5403.0,922.244
WASP-147 b,87.40325,12.498035,1404.0,5702.0,436.098
Kepler-1907 c,1.63,1.15547044,620.0,5159.0,292.111
Kepler-934 b,5.02,2.09,384.0,5001.0,608.738
Kepler-102 c,1.7,0.567,777.0,4909.0,107.796
Kepler-102 b,1.1,0.46,857.0,4909.0,107.796
Kepler-1521 b,6.8,2.5,391.0,5042.0,206.983
Kepler-189 c,22.7,2.38,544.0,5235.0,591.534
TOI-159 b,1110.0,18.18,1891.0,7287.0,347.593
Kepler-107 c,10.0,1.597,1378.0,5854.0,525.997
Kepler-1468 c,1.6,1.15,1448.0,5893.0,1899.24
K2-266 b,11.26782377,3.3,1515.0,4285.0,77.5586
Kepler-1371 b,0.315,0.73,1015.0,5361.0,515.334
Kepler-202 c,4.08,1.85,505.0,4668.0,285.111
K2-266 d,8.9,2.93,538.3,4285.0,77.5586
K2-266 e,14.3,2.73,490.1,4285.0,77.5586
Kepler-271 b,2.04,1.23,759.0,5555.0,404.542
Kepler-20 f,1.4,0.952,681.0,5495.0,282.563
Kepler-102 f,4.3,0.861,495.0,4909.0,107.796
Kepler-122 e,27.7,2.6,618.0,6050.0,1027.45
Kepler-974 b,3.09,1.57,577.0,3687.0,134.311
GJ 676 A d,3.81394088,1.78,,3734.0,16.0272
Kepler-218 b,2.79,1.48,1156.0,5502.0,656.38
NGTS-3 A b,756.4354,16.58932,1434.44,5600.0,743.972
